PVI;Station;Easting;Northing;elev_exist;elev_des;elev_diff;d_eastAxe
523;30230;178866.88950000000;656893.94810000000;28.85700000000;0.94200000000;27.91500000000;-25.69997272330
524;30240;178876.86850000000;656894.59560000000;29.24000000000;0.94200000000;28.29800000000;-25.70004299540
525;30250;178886.84750000000;656895.24320000000;29.28800000000;0.94200000000;28.34600000000;-25.70001347740
526;30260;178896.82650000000;656895.89080000000;29.33600000000;0.94200000000;28.39400000000;-25.69998395930
527;30270;178906.80550000000;656896.53840000000;29.32200000000;0.94200000000;28.38000000000;-25.69995444160
528;30280;178916.78450000000;656897.18590000000;29.30900000000;0.94200000000;28.36700000000;-25.70002471360
529;30290;178926.76360000000;656897.83350000000;29.26400000000;0.94200000000;28.32200000000;-25.70000167130
530;30300;178936.74260000000;656898.48110000000;28.80400000000;0.94200000000;27.86200000000;-25.69997215330
531;30310;178946.72160000000;656899.12860000000;28.68900000000;0.94200000000;27.74700000000;-25.70004242540
532;30320;178956.70060000000;656899.77620000000;28.81100000000;0.94200000000;27.86900000000;-25.70001290750
533;30330;178966.67960000000;656900.42380000000;28.82400000000;0.94200000000;27.88200000000;-25.69998338940
534;30340;178976.65860000000;656901.07140000000;28.80900000000;0.94200000000;27.86700000000;-25.69995387140
535;30350;178986.63760000000;656901.71890000000;28.90300000000;0.93500000000;27.96900000000;-25.70002414360
536;30360;178996.61660000000;656902.36650000000;29.01600000000;0.91800000000;28.09800000000;-25.69999462560
537;30370;179006.59560000000;656903.01410000000;29.17900000000;0.89100000000;28.28800000000;-25.69996510760
538;30380;179016.57460000000;656903.66160000000;29.72000000000;0.85400000000;28.86600000000;-25.70003537980
539;30390;179026.55370000000;656904.30920000000;30.18700000000;0.80700000000;29.38000000000;-25.70001233750
540;30400;179036.53270000000;656904.95680000000;28.50700000000;0.75700000000;27.75000000000;-25.69998281940
541;30410;179046.51170000000;656905.60440000000;26.76900000000;0.70700000000;26.06200000000;-25.69995330150
542;30420;179056.49070000000;656906.25190000000;26.55500000000;0.65700000000;25.89800000000;-25.70002357350
543;30430;179066.46970000000;656906.89950000000;26.32100000000;0.60700000000;25.71400000000;-25.69999405550
544;30440;179076.44870000000;656907.54710000000;26.20100000000;0.55700000000;25.64400000000;-25.69996453760
545;30450;179086.42770000000;656908.19460000000;26.73800000000;0.50700000000;26.23000000000;-25.70003480980
546;30460;179096.40670000000;656908.84220000000;27.59300000000;0.45700000000;27.13500000000;-25.70000529180
547;30470;179106.38570000000;656909.48980000000;27.80300000000;0.40700000000;27.39600000000;-25.69997577370
548;30480;179116.36480000000;656910.13740000000;28.88200000000;0.35700000000;28.52400000000;-25.69995273150
549;30490;179126.34380000000;656910.78490000000;29.56800000000;0.32200000000;29.24600000000;-25.70002300360
550;30500;179136.32280000000;656911.43250000000;29.77700000000;0.31500000000;29.46300000000;-25.69999348560
551;30510;179146.30180000000;656912.08010000000;30.14300000000;0.33600000000;29.80700000000;-25.69996396760
552;30520;179156.28080000000;656912.72760000000;30.18100000000;0.38700000000;29.79500000000;-25.70003423980
553;30530;179166.25980000000;656913.37520000000;30.21800000000;0.46500000000;29.75200000000;-25.70000472180
554;30540;179176.23880000000;656914.02280000000;29.93200000000;0.57300000000;29.36000000000;-25.69997520370
555;30550;179186.21780000000;656914.67030000000;29.58900000000;0.70900000000;28.88100000000;-25.70004547590
556;30560;179196.19680000000;656915.31790000000;29.71700000000;0.87300000000;28.84300000000;-25.70001595790
557;30570;179206.17580000000;656915.96550000000;29.64700000000;1.06600000000;28.58100000000;-25.69998643990
558;30580;179216.15490000000;656916.61310000000;29.73400000000;1.28800000000;28.44600000000;-25.69996339760
559;30590;179226.13390000000;656917.26060000000;29.25700000000;1.52800000000;27.73000000000;-25.70003366960
560;30600;179236.11290000000;656917.90820000000;28.67300000000;1.76800000000;26.90600000000;-25.70000415180
561;30610;179246.09190000000;656918.55580000000;28.69500000000;2.00800000000;26.68700000000;-25.69997463390
562;30620;179256.07090000000;656919.20330000000;29.26200000000;2.24800000000;27.01400000000;-25.70004490590
563;30630;179266.04990000000;656919.85090000000;29.53600000000;2.48800000000;27.04800000000;-25.70001538790
564;30640;179276.02890000000;656920.49850000000;29.75500000000;2.72800000000;27.02700000000;-25.69998587000
565;30650;179286.00800000000;656921.14520000000;30.26500000000;2.96800000000;27.29700000000;-25.70086093850
566;30660;179295.98840000000;656921.77090000000;30.44000000000;3.20800000000;27.23200000000;-25.72277611370
567;30670;179305.97240000000;656922.33650000000;30.69300000000;3.44800000000;27.24500000000;-25.80489826780
568;30680;179315.96150000000;656922.80200000000;30.98300000000;3.68800000000;27.29500000000;-25.98203301830
569;30690;179325.95610000000;656923.12730000000;31.15400000000;3.92800000000;27.22600000000;-26.26883164190
570;30700;179335.95480000000;656923.27340000000;31.36000000000;4.16800000000;27.19200000000;-26.66170588470
571;30710;179345.95450000000;656923.22020000000;31.56900000000;4.40800000000;27.16100000000;-27.13269930470
572;30720;179355.95110000000;656922.96710000000;31.54700000000;4.64800000000;26.90000000000;-27.65611355970
573;30730;179365.94070000000;656922.51410000000;31.36600000000;4.88800000000;26.47800000000;-28.09582094640
574;30740;179375.91920000000;656921.86140000000;31.40800000000;5.12800000000;26.28000000000;-28.63040631550
575;30750;179385.88270000000;656921.00930000000;31.55000000000;5.36800000000;26.18300000000;-29.10843937990
576;30760;179395.82710000000;656919.95810000000;31.66100000000;5.60800000000;26.05400000000;-29.57043026230
577;30770;179405.74850000000;656918.70830000000;31.47300000000;5.84800000000;25.62600000000;-30.09971696080
578;30780;179415.64300000000;656917.26030000000;30.82000000000;6.08800000000;24.73200000000;-30.48808098150
579;30790;179425.50650000000;656915.61470000000;29.76200000000;6.32800000000;23.43400000000;-30.95034939380
580;30800;179435.33510000000;656913.77210000000;28.64400000000;6.56800000000;22.07600000000;-31.38260729250
581;30810;179445.12490000000;656911.73340000000;27.97100000000;6.80800000000;21.16300000000;-31.76934865980
582;30820;179454.87200000000;656909.49930000000;27.90000000000;7.04800000000;20.85300000000;-32.22822813970
583;30830;179464.57240000000;656907.07070000000;27.60300000000;7.28800000000;20.31500000000;-32.56325440500
584;30840;179474.22240000000;656904.44860000000;27.48800000000;7.52800000000;19.96000000000;-32.94488762470
585;30850;179483.81790000000;656901.63410000000;27.68300000000;7.76800000000;19.91600000000;-33.33118462870
586;30860;179493.35530000000;656898.62820000000;28.18100000000;8.00800000000;20.17300000000;-33.63479881360
587;30870;179502.83060000000;656895.43220000000;28.30900000000;8.24800000000;20.06200000000;-34.00817329030
588;30880;179512.24020000000;656892.04730000000;28.55900000000;8.48800000000;20.07100000000;-34.29729755000
589;30890;179521.58010000000;656888.47490000000;29.28800000000;8.72800000000;20.56000000000;-34.59124615880
590;30900;179530.84680000000;656884.71650000000;30.02100000000;8.96800000000;21.05300000000;-34.93164516830
591;30910;179540.03640000000;656880.77350000000;30.67300000000;9.20800000000;21.46500000000;-35.14543919650
592;30920;179549.14530000000;656876.64740000000;30.99900000000;9.44800000000;21.55200000000;-35.42719964630
593;30930;179558.16990000000;656872.34010000000;31.67900000000;9.68800000000;21.99100000000;-35.67039496960
594;30940;179567.10660000000;656867.85310000000;32.30500000000;9.92800000000;22.37700000000;-35.87081754650
595;30950;179575.95170000000;656863.18830000000;33.39500000000;10.16800000000;23.22800000000;-36.13811587690
596;30960;179584.70180000000;656858.34760000000;34.08900000000;10.40800000000;23.68200000000;-36.28405609240
597;30970;179593.35330000000;656853.33280000000;34.29400000000;10.64800000000;23.64700000000;-36.46918997780
598;30980;179601.90360000000;656848.14730000000;34.55200000000;10.88800000000;23.66400000000;-36.66502872360
599;30990;179610.36190000000;656842.81300000000;34.74800000000;11.12800000000;23.62100000000;-36.81287683820
600;31000;179618.74730000000;656837.36460000000;34.93900000000;11.36800000000;23.57200000000;-36.90593487430
601;31010;179627.08030000000;656831.83650000000;35.12000000000;11.60800000000;23.51200000000;-36.96154261830
602;31020;179635.38260000000;656826.26230000000;35.72800000000;11.84800000000;23.88000000000;-36.99157298910
603;31030;179643.67540000000;656820.67400000000;37.02500000000;12.08800000000;24.93700000000;-37.00000336870
604;31040;179651.96800000000;656815.08540000000;37.56200000000;12.32800000000;25.23500000000;-37.00002468030
605;31050;179660.26070000000;656809.49680000000;37.51800000000;12.56800000000;24.95000000000;-36.99999010580
606;31060;179668.55330000000;656803.90820000000;37.66800000000;12.80300000000;24.86500000000;-37.00001141720
607;31070;179676.84590000000;656798.31960000000;37.83300000000;13.00200000000;24.83000000000;-37.00003272850
608;31080;179685.13850000000;656792.73100000000;37.92600000000;13.16200000000;24.76300000000;-37.00005403990
609;31090;179693.43120000000;656787.14240000000;38.21200000000;13.28200000000;24.93000000000;-37.00001946540
610;31100;179701.72380000000;656781.55390000000;38.65700000000;13.36200000000;25.29500000000;-36.99995785070
611;31110;179710.01640000000;656775.96530000000;38.95700000000;13.40200000000;25.55500000000;-36.99997916210
612;31120;179718.30900000000;656770.37670000000;39.11000000000;13.41700000000;25.69200000000;-37.00000047350
613;31130;179726.60170000000;656764.78810000000;39.26800000000;13.43200000000;25.83600000000;-36.99996589900
614;31140;179734.89430000000;656759.19950000000;39.31500000000;13.44700000000;25.86800000000;-36.99998721050
615;31150;179743.18690000000;656753.61090000000;39.31500000000;13.46200000000;25.85200000000;-37.00000852200
616;31160;179751.47950000000;656748.02230000000;39.39200000000;13.47700000000;25.91500000000;-37.00002983340
617;31170;179759.77220000000;656742.43370000000;39.78000000000;13.49200000000;26.28800000000;-36.99999525880
618;31180;179768.06480000000;656736.84510000000;40.10900000000;13.50700000000;26.60200000000;-37.00001657030
619;31190;179776.35740000000;656731.25650000000;40.12900000000;13.52200000000;26.60700000000;-37.00003788170
620;31200;179784.65010000000;656725.66790000000;40.00700000000;13.53700000000;26.47000000000;-37.00000330720
621;31210;179792.94270000000;656720.07930000000;39.44600000000;13.55200000000;25.89400000000;-37.00002461860
622;31220;179801.23530000000;656714.49080000000;38.88500000000;13.56700000000;25.31800000000;-36.99996300390
623;31230;179809.52790000000;656708.90220000000;37.99600000000;13.58200000000;24.41300000000;-36.99998431520
624;31240;179817.82060000000;656703.31360000000;37.17600000000;13.59700000000;23.57900000000;-36.99994974080
625;31250;179826.11320000000;656697.72500000000;36.63700000000;13.61200000000;23.02500000000;-36.99997105230
626;31260;179834.40580000000;656692.13640000000;37.42800000000;13.62700000000;23.80100000000;-36.99999236370
627;31270;179842.69840000000;656686.54780000000;38.15300000000;13.64200000000;24.51100000000;-37.00001367510
628;31280;179850.99110000000;656680.95920000000;38.98300000000;13.65700000000;25.32500000000;-36.99997910060
629;31290;179859.28370000000;656675.37060000000;39.55100000000;13.67200000000;25.87900000000;-37.00000041200
630;31300;179867.57630000000;656669.78200000000;40.34300000000;13.68700000000;26.65600000000;-37.00002172350
631;31310;179875.86890000000;656664.19340000000;41.13600000000;13.70200000000;27.43400000000;-37.00004303490
632;31320;179884.16160000000;656658.60480000000;42.29800000000;13.71700000000;28.58100000000;-37.00000846050
633;31330;179892.45420000000;656653.01620000000;43.70200000000;13.73200000000;29.97000000000;-37.00002977190
634;31340;179900.74680000000;656647.42770000000;44.36100000000;13.74700000000;30.61400000000;-36.99996815700
635;31350;179909.03940000000;656641.83910000000;44.92600000000;13.76200000000;31.16400000000;-36.99998946840
636;31360;179917.33210000000;656636.25050000000;45.42200000000;13.77700000000;31.64500000000;-36.99995489400
637;31370;179925.62470000000;656630.66190000000;45.86200000000;13.79200000000;32.07000000000;-36.99997620550
638;31380;179933.91730000000;656625.07330000000;46.56800000000;13.80700000000;32.76100000000;-36.99999751680
639;31390;179942.20990000000;656619.48470000000;47.42900000000;13.82200000000;33.60700000000;-37.00001882820
640;31400;179950.50260000000;656613.89610000000;47.91600000000;13.83700000000;34.07900000000;-36.99998425380
641;31410;179958.79520000000;656608.30750000000;48.62600000000;13.85200000000;34.77400000000;-37.00000556520
642;31420;179967.08780000000;656602.71890000000;49.33800000000;13.86700000000;35.47100000000;-37.00002687670
643;31430;179975.38040000000;656597.13030000000;50.22700000000;13.88200000000;36.34500000000;-37.00004818810
644;31440;179983.67310000000;656591.54170000000;50.99000000000;13.89700000000;37.09300000000;-37.00001361360
645;31450;179991.96570000000;656585.95310000000;51.81600000000;13.91200000000;37.90400000000;-37.00003492500
646;31460;180000.25830000000;656580.36460000000;51.63100000000;13.92700000000;37.70400000000;-36.99997331020
647;31470;180008.55090000000;656574.77600000000;51.84300000000;13.94200000000;37.90100000000;-36.99999462160
648;31480;180016.84360000000;656569.18740000000;52.06400000000;13.95700000000;38.10700000000;-36.99996004710
649;31490;180025.13620000000;656563.59880000000;52.08200000000;13.97200000000;38.11000000000;-36.99998135850
650;31500;180033.42880000000;656558.01020000000;51.70300000000;13.98700000000;37.71600000000;-37.00000267000
651;31510;180041.72150000000;656552.42160000000;50.79400000000;14.00200000000;36.79200000000;-36.99996809550
652;31520;180050.01410000000;656546.83300000000;50.39600000000;14.01700000000;36.37900000000;-36.99998940690
653;31530;180058.30670000000;656541.24440000000;51.18600000000;14.03200000000;37.15400000000;-37.00001071840
654;31540;180066.59930000000;656535.65580000000;52.70500000000;14.04700000000;38.65800000000;-37.00003202990
655;31550;180074.89200000000;656530.06720000000;54.19800000000;14.06200000000;40.13600000000;-36.99999745530
656;31560;180083.18460000000;656524.47860000000;55.74100000000;14.07700000000;41.66400000000;-37.00001876670
657;31570;180091.47720000000;656518.89000000000;57.19000000000;14.09200000000;43.09800000000;-37.00004007820
658;31580;180099.76980000000;656513.30150000000;58.24800000000;14.10700000000;44.14100000000;-36.99997846330
659;31590;180108.06250000000;656507.71290000000;59.12200000000;14.12200000000;45.00000000000;-36.99994388890
660;31600;180116.35510000000;656502.12430000000;60.03800000000;14.13700000000;45.90100000000;-36.99996520030
661;31610;180124.64770000000;656496.53570000000;60.96900000000;14.15200000000;46.81700000000;-36.99998651170
662;31620;180132.94030000000;656490.94710000000;61.75500000000;14.16700000000;47.58800000000;-37.00000782310
663;31630;180141.23300000000;656485.35850000000;61.67800000000;14.18200000000;47.49700000000;-36.99997324860
664;31640;180149.52560000000;656479.76990000000;61.56600000000;14.19700000000;47.36900000000;-36.99999456010
665;31650;180157.81820000000;656474.18130000000;61.42800000000;14.21200000000;47.21700000000;-37.00001587140
666;31660;180166.11080000000;656468.59270000000;61.01000000000;14.22700000000;46.78300000000;-37.00003718290
667;31670;180174.40350000000;656463.00410000000;60.78600000000;14.24200000000;46.54400000000;-37.00000260850
668;31680;180182.69610000000;656457.41550000000;60.56100000000;14.25700000000;46.30500000000;-37.00002391990
669;31690;180190.98870000000;656451.82690000000;60.40400000000;14.27200000000;46.13200000000;-37.00004523140
670;31700;180199.28130000000;656446.23840000000;60.27000000000;14.28700000000;45.98300000000;-36.99998361650
671;31710;180207.57400000000;656440.64980000000;60.38600000000;14.30200000000;46.08400000000;-36.99994904200
672;31720;180215.86660000000;656435.06120000000;60.76200000000;14.31700000000;46.44500000000;-36.99997035340
673;31730;180224.15920000000;656429.47260000000;61.21600000000;14.33200000000;46.88400000000;-36.99999166490
674;31740;180232.45180000000;656423.88400000000;61.61700000000;14.34700000000;47.27100000000;-37.00001297630
675;31750;180240.74450000000;656418.29540000000;61.12400000000;14.36200000000;46.76300000000;-36.99997840190
676;31760;180249.03710000000;656412.70680000000;60.71900000000;14.37700000000;46.34200000000;-36.99999971320
677;31770;180257.32970000000;656407.11820000000;60.65400000000;14.39200000000;46.26300000000;-37.00002102470
678;31780;180265.62230000000;656401.52960000000;60.12200000000;14.40000000000;45.72200000000;-37.00004233610
679;31790;180273.91500000000;656395.94100000000;59.73800000000;14.39800000000;45.34000000000;-37.00000776160
680;31800;180282.20760000000;656390.35240000000;59.02800000000;14.38700000000;44.64200000000;-37.00002907300
681;31810;180290.50020000000;656384.76380000000;58.15600000000;14.36500000000;43.79100000000;-37.00005038460
682;31820;180298.79290000000;656379.17530000000;57.27900000000;14.33400000000;42.94500000000;-36.99993288380
683;31830;180307.08550000000;656373.58670000000;56.40200000000;14.29200000000;42.11000000000;-36.99995419520
684;31840;180315.37810000000;656367.99810000000;54.95100000000;14.24300000000;40.70900000000;-36.99997550660
685;31850;180323.67070000000;656362.40950000000;53.76200000000;14.19300000000;39.57000000000;-36.99999681820
686;31860;180331.96340000000;656356.82090000000;51.95800000000;14.14300000000;37.81500000000;-36.99996224350
687;31870;180340.25600000000;656351.23230000000;51.31300000000;14.09300000000;37.22100000000;-36.99998355500
688;31880;180348.54860000000;656345.64370000000;50.85800000000;14.04300000000;36.81500000000;-37.00000486640
689;31890;180356.84120000000;656340.05510000000;49.45900000000;13.99300000000;35.46600000000;-37.00002617790
690;31900;180365.13390000000;656334.46650000000;49.28700000000;13.94300000000;35.34400000000;-36.99999160340
691;31910;180373.42650000000;656328.87790000000;49.26000000000;13.89300000000;35.36800000000;-37.00001291480
692;31920;180381.71910000000;656323.28930000000;49.06800000000;13.84300000000;35.22600000000;-37.00003422620
693;31930;180390.01170000000;656317.70070000000;48.99700000000;13.79300000000;35.20400000000;-37.00005553770
694;31940;180398.30440000000;656312.11220000000;48.92600000000;13.74300000000;35.18300000000;-36.99993803700
695;31950;180406.59700000000;656306.52360000000;49.22900000000;13.69300000000;35.53700000000;-36.99995934830
696;31960;180414.88960000000;656300.93500000000;51.07700000000;13.64300000000;37.43400000000;-36.99998065970
697;31970;180423.18220000000;656295.34640000000;52.94900000000;13.59300000000;39.35700000000;-37.00000197110
698;31980;180431.47490000000;656289.75780000000;54.61200000000;13.54300000000;41.07000000000;-36.99996739670
699;31990;180439.76750000000;656284.16920000000;55.99900000000;13.49300000000;42.50600000000;-36.99998870820
700;32000;180448.06010000000;656278.58060000000;57.03300000000;13.44300000000;43.59100000000;-37.00001001960
701;32010;180456.35270000000;656272.99200000000;56.63400000000;13.39300000000;43.24100000000;-37.00003133100
702;32020;180464.64540000000;656267.40340000000;55.01600000000;13.34300000000;41.67300000000;-36.99999675660
703;32030;180472.93800000000;656261.81480000000;53.74600000000;13.29300000000;40.45400000000;-37.00001806790
704;32040;180481.23060000000;656256.22620000000;51.53700000000;13.24300000000;38.29400000000;-37.00003937930
705;32050;180489.52320000000;656250.63760000000;50.02000000000;13.19300000000;36.82700000000;-36.98745877880
706;32060;180497.81570000000;656245.04880000000;48.42900000000;13.14300000000;35.28600000000;-36.88695455060
707;32070;180506.08970000000;656239.43270000000;47.80200000000;13.09300000000;34.70900000000;-36.62810917640
708;32080;180514.29280000000;656233.71370000000;47.54000000000;13.04300000000;34.49700000000;-36.16132956200
709;32090;180522.36560000000;656227.81260000000;47.37400000000;12.99300000000;34.38100000000;-35.50407725700
710;32100;180530.24400000000;656221.65470000000;46.99400000000;12.94300000000;34.05100000000;-34.75585657870
711;32110;180537.87720000000;656215.19550000000;46.52300000000;12.89300000000;33.63000000000;-33.98373498660
712;32120;180545.24950000000;656208.44010000000;46.09000000000;12.84300000000;33.24700000000;-33.14385047900
713;32130;180552.34940000000;656201.39890000000;46.07900000000;12.79300000000;33.28700000000;-32.27232644170
714;32140;180559.16580000000;656194.08290000000;46.41300000000;12.74300000000;33.67100000000;-31.38661513570
715;32150;180565.68810000000;656186.50350000000;45.93800000000;12.69300000000;33.24500000000;-30.48760854730
716;32160;180571.90600000000;656178.67250000000;44.95000000000;12.64300000000;32.30700000000;-29.54341751690
717;32170;180577.81000000000;656170.60220000000;43.98000000000;12.59300000000;31.38700000000;-28.55873919060
718;32180;180583.39080000000;656162.30510000000;43.42800000000;12.54300000000;30.88500000000;-27.56464109720
719;32190;180588.63970000000;656153.79420000000;43.40700000000;12.49300000000;30.91400000000;-26.56211211890
720;32200;180593.54860000000;656145.08270000000;43.58500000000;12.44300000000;31.14200000000;-25.55214345450
721;32210;180598.10970000000;656136.18420000000;43.76700000000;12.39300000000;31.37400000000;-24.48841811540
722;32220;180602.31600000000;656127.11260000000;43.70700000000;12.34300000000;31.36400000000;-23.41122307410
723;32230;180606.16080000000;656117.88200000000;44.16200000000;12.29300000000;31.86900000000;-22.33102351970
724;32240;180609.63830000000;656108.50680000000;44.51700000000;12.24300000000;32.27400000000;-21.24873613190
725;32250;180612.74300000000;656099.00170000000;44.87100000000;12.19300000000;32.67800000000;-20.16553507120
726;32260;180615.47010000000;656089.38130000000;44.57600000000;12.14300000000;32.43300000000;-19.05914484670
727;32270;180617.81520000000;656079.66090000000;43.98100000000;12.09300000000;31.88800000000;-17.92868153050
728;32280;180619.77480000000;656069.85540000000;44.27700000000;12.04300000000;32.23500000000;-16.83461577390
729;32290;180621.34570000000;656059.98030000000;43.23900000000;11.99300000000;31.24600000000;-15.75943226500
730;32300;180622.52560000000;656050.05080000000;42.33800000000;11.94300000000;30.39500000000;-14.82152222790
731;32310;180623.31640000000;656040.08270000000;41.39700000000;11.89300000000;29.50400000000;-14.13436133540
732;32320;180623.77450000000;656030.09350000000;40.81200000000;11.84300000000;28.96900000000;-13.72381349880
733;32330;180623.99700000000;656020.09610000000;40.56600000000;11.79300000000;28.77300000000;-13.54392421440
734;32340;180624.08260000000;656010.09650000000;40.42800000000;11.74300000000;28.68500000000;-13.50094306310
735;32350;180624.12620000000;656000.09660000000;40.33700000000;11.69300000000;28.64400000000;-13.49996280880
736;32360;180624.16880000000;655990.09670000000;41.22300000000;11.64300000000;29.58000000000;-13.49998254550
737;32370;180624.21140000000;655980.09680000000;42.08100000000;11.59300000000;30.48800000000;-13.50000228220
738;32380;180624.25400000000;655970.09690000000;42.50900000000;11.55000000000;30.95900000000;-13.50002201890
739;32390;180624.29660000000;655960.09700000000;42.44000000000;11.51700000000;30.92300000000;-13.50004175560
740;32400;180624.33930000000;655950.09710000000;43.03800000000;11.49400000000;31.54400000000;-13.49996149320
741;32410;180624.38190000000;655940.09720000000;42.19800000000;11.48000000000;30.71800000000;-13.49998122990
742;32420;180624.42450000000;655930.09730000000;40.98500000000;11.47700000000;29.50800000000;-13.50000096660
743;32430;180624.46710000000;655920.09740000000;40.39000000000;11.48400000000;28.90600000000;-13.50002070320
744;32440;180624.50970000000;655910.09740000000;40.55600000000;11.50100000000;29.05500000000;-13.50004086620
745;32450;180624.55240000000;655900.09750000000;40.72100000000;11.52800000000;29.19400000000;-13.49996060380
746;32460;180624.59500000000;655890.09760000000;40.66800000000;11.56400000000;29.10400000000;-13.49998034040
747;32470;180624.63760000000;655880.09770000000;40.60900000000;11.61100000000;28.99800000000;-13.50000007710
748;32480;180624.68020000000;655870.09780000000;41.40800000000;11.66100000000;29.74700000000;-13.50001981380
749;32490;180624.72280000000;655860.09790000000;43.22700000000;11.71100000000;31.51600000000;-13.50003955050
750;32500;180624.76550000000;655850.09800000000;44.81300000000;11.76100000000;33.05200000000;-13.49995928810
751;32510;180624.80810000000;655840.09810000000;43.15700000000;11.81100000000;31.34600000000;-13.49997902480
752;32520;180624.85070000000;655830.09820000000;43.17700000000;11.86100000000;31.31600000000;-13.49999876140
753;32530;180624.89330000000;655820.09830000000;42.94600000000;11.91100000000;31.03500000000;-13.50001849810
754;32540;180624.93590000000;655810.09840000000;42.17600000000;11.96100000000;30.21500000000;-13.50003823480
755;32550;180624.97860000000;655800.09840000000;41.40400000000;12.01100000000;29.39300000000;-13.49995839860
756;32560;180625.02120000000;655790.09850000000;41.37800000000;12.06100000000;29.31700000000;-13.49997813540
757;32570;180625.06380000000;655780.09860000000;41.36200000000;12.11100000000;29.25100000000;-13.49999787200
758;32580;180625.10640000000;655770.09870000000;40.61700000000;12.16100000000;28.45600000000;-13.50001760870
759;32590;180625.14900000000;655760.09880000000;41.14200000000;12.21100000000;28.93100000000;-13.50003734540
760;32600;180625.19170000000;655750.09890000000;43.56400000000;12.26100000000;31.30300000000;-13.49995708300
761;32610;180625.23430000000;655740.09900000000;45.92700000000;12.31100000000;33.61600000000;-13.49997681970
762;32620;180625.27690000000;655730.09910000000;46.23100000000;12.36100000000;33.87000000000;-13.49999655640
763;32630;180625.31950000000;655720.09920000000;46.40300000000;12.41100000000;33.99200000000;-13.50001629300
764;32640;180625.36210000000;655710.09930000000;45.95900000000;12.46100000000;33.49800000000;-13.50003602970
765;32650;180625.40480000000;655700.09940000000;45.59300000000;12.51100000000;33.08200000000;-13.49995576740
766;32660;180625.44740000000;655690.09940000000;45.22800000000;12.56100000000;32.66700000000;-13.49997593020
767;32670;180625.49000000000;655680.09950000000;44.86200000000;12.61100000000;32.25200000000;-13.49999566690
768;32680;180625.53260000000;655670.09960000000;44.50900000000;12.66100000000;31.84800000000;-13.50001540360
769;32690;180625.57520000000;655660.09970000000;44.70900000000;12.71100000000;31.99900000000;-13.50003514030
770;32700;180625.61790000000;655650.09980000000;44.89600000000;12.76100000000;32.13500000000;-13.49995487780
771;32710;180625.66050000000;655640.09990000000;45.08300000000;12.81100000000;32.27200000000;-13.49997461460
772;32720;180625.70310000000;655630.10000000000;45.26900000000;12.86100000000;32.40900000000;-13.49999435120
773;32730;180625.74570000000;655620.10010000000;45.43800000000;12.91100000000;32.52700000000;-13.50001408790
774;32740;180625.78830000000;655610.10020000000;45.51900000000;12.96100000000;32.55800000000;-13.50003382470
775;32750;180625.83100000000;655600.10030000000;45.53200000000;13.01100000000;32.52100000000;-13.49995356220
776;32760;180625.87360000000;655590.10040000000;45.38800000000;13.06100000000;32.32700000000;-13.49997329890
777;32770;180625.91620000000;655580.10040000000;45.24400000000;13.11100000000;32.13300000000;-13.49999346180
778;32780;180625.95880000000;655570.10050000000;44.80700000000;13.16100000000;31.64600000000;-13.50001319850
779;32790;180626.00140000000;655560.10060000000;44.29400000000;13.21100000000;31.08300000000;-13.50003293510
780;32800;180626.04410000000;655550.10070000000;43.90800000000;13.26100000000;30.64700000000;-13.49995267270
781;32810;180626.08670000000;655540.10080000000;43.52200000000;13.30800000000;30.21400000000;-13.49997240940
782;32820;180626.12930000000;655530.10090000000;43.04700000000;13.34200000000;29.70500000000;-13.49999214610
783;32830;180626.17190000000;655520.10100000000;42.67000000000;13.36300000000;29.30800000000;-13.50001188280
784;32840;180626.21450000000;655510.10110000000;42.10400000000;13.37000000000;28.73400000000;-13.50003161950
785;32850;180626.25720000000;655500.10120000000;41.26300000000;13.37000000000;27.89300000000;-13.49995135710
786;32860;180626.29980000000;655490.10130000000;40.42200000000;13.37000000000;27.05200000000;-13.49997109380
787;32870;180626.34240000000;655480.10140000000;40.76300000000;13.37000000000;27.39300000000;-13.49999083050
788;32880;180626.38500000000;655470.10140000000;41.34700000000;13.37000000000;27.97700000000;-13.50001099340
789;32890;180626.42760000000;655460.10150000000;41.93100000000;13.37000000000;28.56100000000;-13.50003073010
790;32900;180626.47030000000;655450.10160000000;42.51500000000;13.37000000000;29.14500000000;-13.49995046770
791;32910;180626.51290000000;655440.10170000000;43.24800000000;13.37000000000;29.87800000000;-13.49997020440
792;32920;180626.55550000000;655430.10180000000;44.07100000000;13.37000000000;30.70100000000;-13.49998994100
793;32930;180626.59810000000;655420.10190000000;44.88900000000;13.37000000000;31.51900000000;-13.50000967770
794;32940;180626.64070000000;655410.10200000000;45.65400000000;13.37000000000;32.28400000000;-13.50002941440
795;32950;180626.68330000000;655400.10210000000;44.99000000000;13.37000000000;31.62000000000;-13.50004915110
796;32960;180626.72600000000;655390.10220000000;44.50400000000;13.37000000000;31.13400000000;-13.49996888870
797;32970;180626.76860000000;655380.10230000000;43.92800000000;13.37000000000;30.55800000000;-13.49998862540
798;32980;180626.81120000000;655370.10240000000;43.35200000000;13.37000000000;29.98200000000;-13.50000836210
799;32990;180626.85380000000;655360.10240000000;42.77700000000;13.37000000000;29.40700000000;-13.50002852500
800;33000;180626.89640000000;655350.10250000000;42.20100000000;13.37000000000;28.83100000000;-13.50004826170
801;33010;180626.93910000000;655340.10260000000;41.89100000000;13.37000000000;28.52100000000;-13.49996799930
