PVI;Station;Easting;Northing;elev_exist;elev_des;elev_dif;d_northAxe
449;38990;185054.26310000000;653184.75310000000;57.88600000000;28.56200000000;29.32400000000;-13.49997429590
450;39000;185060.26180000000;653176.75210000000;57.68000000000;28.61200000000;29.06800000000;-13.49999348350
451;39010;185066.26050000000;653168.75110000000;57.50800000000;28.65600000000;28.85300000000;-13.50001267120
452;39020;185072.25920000000;653160.75020000000;57.33600000000;28.68900000000;28.64700000000;-13.49997187180
453;39030;185078.25790000000;653152.74920000000;57.16400000000;28.71200000000;28.45200000000;-13.49999105940
454;39040;185084.25660000000;653144.74820000000;57.04700000000;28.72600000000;28.32100000000;-13.50001024710
455;39050;185090.25530000000;653136.74730000000;56.97900000000;28.72900000000;28.25000000000;-13.49996944770
456;39060;185096.25400000000;653128.74630000000;56.91100000000;28.72900000000;28.18200000000;-13.49998863530
457;39070;185102.25270000000;653120.74530000000;56.79400000000;28.72900000000;28.06500000000;-13.50000782300
458;39080;185108.25140000000;653112.74430000000;56.61900000000;28.72900000000;27.89000000000;-13.50002701060
459;39090;185114.25010000000;653104.74340000000;56.42500000000;28.72900000000;27.69600000000;-13.49998621120
460;39100;185120.24880000000;653096.74240000000;56.23900000000;28.72900000000;27.51000000000;-13.50000539890
461;39110;185126.24750000000;653088.74140000000;56.13400000000;28.72900000000;27.40500000000;-13.50002458650
462;39120;185132.24620000000;653080.74040000000;56.03000000000;28.72900000000;27.30100000000;-13.50004377430
463;39130;185138.24490000000;653072.73950000000;55.92700000000;28.72900000000;27.19800000000;-13.50000297490
464;39140;185144.24360000000;653064.73850000000;55.83900000000;28.72900000000;27.11000000000;-13.50002216250
465;39150;185150.24230000000;653056.73750000000;55.83300000000;28.72900000000;27.10400000000;-13.50004135000
466;39160;185156.24100000000;653048.73660000000;55.89300000000;28.72900000000;27.16400000000;-13.50000055080
467;39170;185162.23970000000;653040.73560000000;55.95300000000;28.72900000000;27.22400000000;-13.50001973830
468;39180;185168.23840000000;653032.73460000000;56.10800000000;28.72900000000;27.37900000000;-13.50003892610
469;39190;185174.23710000000;653024.73360000000;56.20200000000;28.72900000000;27.47300000000;-13.50005811370
470;39200;185180.23580000000;653016.73270000000;56.21100000000;28.72900000000;27.48200000000;-13.50001731430
471;39210;185186.23450000000;653008.73170000000;56.23000000000;28.72900000000;27.50100000000;-13.50003650200
472;39220;185192.23330000000;653000.73070000000;56.41800000000;28.72900000000;27.68900000000;-13.49997567990
473;39230;185198.23200000000;652992.72980000000;56.55700000000;28.72900000000;27.82800000000;-13.49993488050
474;39240;185204.23070000000;652984.72880000000;56.35400000000;28.72900000000;27.62500000000;-13.49995406810
475;39250;185210.22940000000;652976.72780000000;56.15100000000;28.72700000000;27.42400000000;-13.49997325570
476;39260;185216.22810000000;652968.72680000000;56.00500000000;28.71600000000;27.28900000000;-13.49999244350
477;39270;185222.22680000000;652960.72590000000;55.97400000000;28.69400000000;27.28000000000;-13.49995164410
478;39280;185228.22550000000;652952.72490000000;55.84200000000;28.66300000000;27.17900000000;-13.49997083170
479;39290;185234.22420000000;652944.72390000000;55.51400000000;28.62100000000;26.89300000000;-13.49999001940
480;39300;185240.22290000000;652936.72290000000;55.22100000000;28.57200000000;26.64900000000;-13.50000920700
481;39310;185246.22150000000;652928.72190000000;54.99000000000;28.52200000000;26.46800000000;-13.49799676330
482;39320;185252.19710000000;652920.70370000000;54.96200000000;28.47200000000;26.49000000000;-13.49505399320
483;39330;185258.07670000000;652912.61490000000;54.64600000000;28.42200000000;26.22400000000;-13.49934727320
484;39340;185263.77850000000;652904.40010000000;54.58200000000;28.37200000000;26.20900000000;-13.50568915430
485;39350;185269.21740000000;652896.00920000000;54.51500000000;28.32200000000;26.19300000000;-13.47810466590
486;39360;185274.32780000000;652887.41440000000;54.44100000000;28.27200000000;26.16900000000;-13.47530710260
487;39370;185279.09500000000;652878.62460000000;54.36500000000;28.22200000000;26.14300000000;-13.47908346700
488;39380;185283.51150000000;652869.65340000000;54.28600000000;28.17200000000;26.11400000000;-13.48953964470
489;39390;185287.57030000000;652860.51490000000;54.23900000000;28.12200000000;26.11700000000;-13.50672841810
490;39400;185291.26520000000;652851.22320000000;54.18700000000;28.07200000000;26.11500000000;-13.50035685350
491;39410;185294.59050000000;652841.79300000000;54.24200000000;28.02200000000;26.22000000000;-13.48607594550
492;39420;185297.54090000000;652832.23880000000;54.22200000000;27.97200000000;26.25000000000;-13.47851113610
493;39430;185300.11180000000;652822.57560000000;54.21000000000;27.92200000000;26.28800000000;-13.47763055340
494;39440;185302.29930000000;652812.81850000000;54.21300000000;27.87200000000;26.34000000000;-13.48332420870
495;39450;185304.09980000000;652802.98260000000;54.21200000000;27.82200000000;26.39000000000;-13.49580231000
496;39460;185305.51070000000;652793.08330000000;54.13400000000;27.77200000000;26.36200000000;-13.51484685280
497;39470;185306.52970000000;652783.13600000000;53.97700000000;27.72200000000;26.25500000000;-13.49634018390
498;39480;185307.15520000000;652773.15620000000;53.83300000000;27.67200000000;26.16100000000;-13.48404546190
499;39490;185307.38630000000;652763.15950000000;53.71500000000;27.62200000000;26.09300000000;-13.47835147400
500;39500;185307.22250000000;652753.16150000000;53.60600000000;27.57200000000;26.03400000000;-13.47939998290
501;39510;185306.66420000000;652743.17780000000;53.64700000000;27.52200000000;26.12500000000;-13.48705012060
502;39520;185305.71220000000;652733.22380000000;53.76100000000;27.47200000000;26.28900000000;-13.50135971180
503;39530;185304.36800000000;652723.31520000000;53.87700000000;27.42200000000;26.45500000000;-13.50879681040
504;39540;185302.63370000000;652713.46740000000;53.98400000000;27.37200000000;26.61200000000;-13.49172397430
505;39550;185300.51200000000;652703.69580000000;53.96700000000;27.32200000000;26.64500000000;-13.48131747770
506;39560;185298.00620000000;652694.01550000000;53.94600000000;27.27200000000;26.67400000000;-13.47755506190
507;39570;185295.12020000000;652684.44170000000;53.92200000000;27.22200000000;26.70000000000;-13.48046856010
508;39580;185291.85850000000;652674.98920000000;53.90100000000;27.17200000000;26.72900000000;-13.49001827590
509;39590;185288.22620000000;652665.67290000000;53.88200000000;27.12200000000;26.76000000000;-13.50624110030
510;39600;185284.22900000000;652656.50730000000;53.97500000000;27.07200000000;26.90300000000;-13.50158721300
511;39610;185279.87310000000;652647.50660000000;54.05300000000;27.02200000000;27.03100000000;-13.48639488130
512;39620;185275.16520000000;652638.68480000000;54.11900000000;26.97200000000;27.14700000000;-13.47789577250
513;39630;185270.11270000000;652630.05580000000;54.20400000000;26.92200000000;27.28200000000;-13.47610484130
514;39640;185264.72360000000;652621.63300000000;54.31800000000;26.87200000000;27.44600000000;-13.48089596740
515;39650;185259.00610000000;652613.42950000000;54.45800000000;26.82200000000;27.63600000000;-13.49242352520
516;39660;185252.96930000000;652605.45810000000;54.63500000000;26.77200000000;27.86300000000;-13.51053903280
517;39670;185246.63890000000;652597.71750000000;54.81600000000;26.72200000000;28.09400000000;-13.50478830980
518;39680;185240.08860000000;652590.16170000000;55.00100000000;26.67200000000;28.32900000000;-13.50359866650
519;39690;185233.39710000000;652582.73060000000;55.21300000000;26.62200000000;28.59100000000;-13.49374697620
520;39700;185226.63910000000;652575.35980000000;55.44200000000;26.57200000000;28.87000000000;-13.49996533910
521;39710;185219.87190000000;652567.99730000000;55.67000000000;26.52200000000;29.14800000000;-13.49997520230
522;39720;185213.10480000000;652560.63490000000;55.91700000000;26.47200000000;29.44500000000;-13.49997911220
523;39730;185206.33760000000;652553.27240000000;56.17600000000;26.42200000000;29.75400000000;-13.49998897540
524;39740;185199.57050000000;652545.91000000000;56.43400000000;26.37200000000;30.06200000000;-13.49999288550
525;39750;185192.80330000000;652538.54750000000;56.69800000000;26.32200000000;30.37600000000;-13.50112224730
526;39760;185186.05180000000;652531.17080000000;56.99800000000;26.27200000000;30.72600000000;-13.50710439050
527;39770;185179.37720000000;652523.72440000000;57.29900000000;26.22200000000;31.07700000000;-13.50488806420
528;39780;185172.85110000000;652516.14780000000;57.59700000000;26.17200000000;31.42500000000;-13.51525421820
529;39790;185166.54840000000;652508.38460000000;57.89100000000;26.12200000000;31.76900000000;-13.51374133420
530;39800;185160.53240000000;652500.39750000000;58.17800000000;26.07200000000;32.10600000000;-13.52827709970
531;39810;185154.81990000000;652492.19040000000;58.35200000000;26.02300000000;32.32900000000;-13.53991872910
532;39820;185149.41900000000;652483.77500000000;58.59900000000;25.98900000000;32.61000000000;-13.54697979770
533;39830;185144.33730000000;652475.16310000000;58.85500000000;25.97600000000;32.87900000000;-13.54943586520
534;39840;185139.58190000000;652466.36680000000;59.13000000000;25.98200000000;33.14800000000;-13.54732136420
535;39850;185135.15960000000;652457.39850000000;59.40900000000;26.00900000000;33.40000000000;-13.54054814800
536;39860;185131.07650000000;652448.27070000000;59.70900000000;26.05400000000;33.65500000000;-13.52917191270
537;39870;185127.33840000000;652438.99630000000;60.03500000000;26.10400000000;33.93000000000;-13.51456031400
538;39880;185123.95050000000;652429.58830000000;60.34400000000;26.15400000000;34.19000000000;-13.52842047210
539;39890;185120.91760000000;652420.05990000000;60.69600000000;26.20400000000;34.49200000000;-13.54008492460
540;39900;185118.24390000000;652410.42460000000;60.94200000000;26.25400000000;34.68800000000;-13.54720750270
541;39910;185115.93330000000;652400.69580000000;61.09600000000;26.30400000000;34.79200000000;-13.54961240120
542;39920;185113.98890000000;652390.88720000000;61.09600000000;26.35400000000;34.74200000000;-13.54745351760
543;39930;185112.41350000000;652381.01270000000;61.09600000000;26.40400000000;34.69200000000;-13.54068552120
544;39940;185111.20930000000;652371.08610000000;60.98300000000;26.45400000000;34.52900000000;-13.52930521480
545;39950;185110.37800000000;652361.12130000000;60.83100000000;26.50400000000;34.32700000000;-13.51417119420
546;39960;185109.92070000000;652351.13230000000;60.64300000000;26.55400000000;34.08900000000;-13.52724070380
547;39970;185109.83810000000;652341.13320000000;60.50800000000;26.60400000000;33.90400000000;-13.52297592010
548;39980;185110.10920000000;652331.13730000000;60.43500000000;26.65400000000;33.78100000000;-13.51837095880
549;39990;185110.65100000000;652321.15220000000;60.36300000000;26.70400000000;33.65900000000;-13.50920171180
550;40000;185111.36990000000;652311.17820000000;60.36800000000;26.75400000000;33.61400000000;-13.50708109020
551;40010;185112.17210000000;652301.21040000000;60.43300000000;26.80400000000;33.62900000000;-13.49997672130
552;40020;185112.98530000000;652291.24350000000;60.49000000000;26.85400000000;33.63600000000;-13.50003593360
553;40030;185113.79860000000;652281.27670000000;60.32400000000;26.90400000000;33.42000000000;-13.49998734460
554;40040;185114.61180000000;652271.30980000000;60.23000000000;26.95400000000;33.27600000000;-13.50004655690
555;40050;185115.42510000000;652261.34290000000;60.16500000000;27.00400000000;33.16000000000;-13.50000610040
556;40060;185116.23840000000;652251.37600000000;60.05400000000;27.05400000000;33.00000000000;-13.49996564400
557;40070;185117.05160000000;652241.40920000000;59.97900000000;27.10400000000;32.87500000000;-13.50001672370
558;40080;185117.86490000000;652231.44230000000;59.93900000000;27.15400000000;32.78500000000;-13.49997626720
559;40090;185118.67810000000;652221.47540000000;59.88000000000;27.20400000000;32.67600000000;-13.50003547950
560;40100;185119.49140000000;652211.50850000000;59.82900000000;27.25100000000;32.57800000000;-13.49999502300
561;40110;185120.30470000000;652201.54170000000;60.22600000000;27.28600000000;32.94000000000;-13.49994643400
562;40120;185121.11790000000;652191.57480000000;60.45800000000;27.31100000000;33.14700000000;-13.50000564630
563;40130;185121.93120000000;652181.60790000000;60.66500000000;27.32400000000;33.34100000000;-13.49996518990
564;40140;185122.74440000000;652171.64100000000;60.53000000000;27.32700000000;33.20300000000;-13.50002440220
565;40150;185123.55770000000;652161.67410000000;60.18800000000;27.32700000000;32.86100000000;-13.49998394570
566;40160;185124.37090000000;652151.70730000000;59.81100000000;27.32700000000;32.48400000000;-13.50003502540
567;40170;185125.18420000000;652141.74040000000;59.21700000000;27.32700000000;31.89000000000;-13.49999456890
568;40180;185125.99750000000;652131.77350000000;59.00300000000;27.32700000000;31.67600000000;-13.49995411250
569;40190;185126.81070000000;652121.80660000000;58.60500000000;27.32700000000;31.27800000000;-13.50001332480
570;40200;185127.62400000000;652111.83980000000;58.16200000000;27.32700000000;30.83500000000;-13.49996473570
571;40210;185128.43720000000;652101.87290000000;57.70900000000;27.32700000000;30.38200000000;-13.50002394810
572;40220;185129.25050000000;652091.90600000000;57.21500000000;27.32700000000;29.88800000000;-13.49998349160
573;40230;185130.06370000000;652081.93910000000;56.72000000000;27.32700000000;29.39300000000;-13.50004270390
574;40240;185130.87700000000;652071.97230000000;56.18100000000;27.32700000000;28.85400000000;-13.49999411480
575;40250;185131.69030000000;652062.00540000000;55.49100000000;27.32700000000;28.16400000000;-13.49995365840
576;40260;185132.50350000000;652052.03850000000;55.16600000000;27.32700000000;27.83900000000;-13.50001287070
577;40270;185133.31680000000;652042.07160000000;54.78200000000;27.32700000000;27.45500000000;-13.49997241420
578;40280;185134.13000000000;652032.10480000000;54.47700000000;27.32700000000;27.15000000000;-13.50002349390
579;40290;185134.94330000000;652022.13790000000;54.29600000000;27.32700000000;26.96900000000;-13.49998303740
580;40300;185135.75650000000;652012.17100000000;54.21200000000;27.32700000000;26.88500000000;-13.50004224970
581;40310;185136.56980000000;652002.20410000000;54.10400000000;27.32700000000;26.77700000000;-13.50000179330
582;40320;185137.38310000000;651992.23730000000;54.02200000000;27.32700000000;26.69500000000;-13.49995320430
583;40330;185138.19630000000;651982.27040000000;53.90600000000;27.32700000000;26.57900000000;-13.50001241650
584;40340;185139.00960000000;651972.30350000000;53.80500000000;27.32600000000;26.48000000000;-13.49997196010
585;40350;185139.82280000000;651962.33660000000;53.75100000000;27.31600000000;26.43600000000;-13.50003117240
586;40360;185140.63610000000;651952.36980000000;53.69700000000;27.29500000000;26.40100000000;-13.49998258330
587;40370;185141.44930000000;651942.40290000000;53.75000000000;27.26500000000;26.48400000000;-13.50004179560
588;40380;185142.26260000000;651932.43600000000;53.69400000000;27.22500000000;26.46900000000;-13.50000133920
589;40390;185143.07590000000;651922.46910000000;53.60300000000;27.17600000000;26.42700000000;-13.49996088270
590;40400;185143.88910000000;651912.50230000000;53.61200000000;27.12600000000;26.48600000000;-13.50001196240
591;40410;185144.70240000000;651902.53540000000;53.69900000000;27.07600000000;26.62300000000;-13.49997150590
592;40420;185145.51560000000;651892.56850000000;53.90700000000;27.02600000000;26.88100000000;-13.50003071830
593;40430;185146.32890000000;651882.60160000000;53.88100000000;26.97600000000;26.90500000000;-13.49999026180
594;40440;185147.14210000000;651872.63480000000;53.76600000000;26.92600000000;26.83900000000;-13.50004134150
595;40450;185147.95540000000;651862.66790000000;53.75900000000;26.87600000000;26.88300000000;-13.50000088500
596;40460;185148.76870000000;651852.70100000000;53.75300000000;26.82600000000;26.92700000000;-13.49996042860
597;40470;185149.58190000000;651842.73410000000;53.77100000000;26.77600000000;26.99500000000;-13.50001964090
598;40480;185150.39520000000;651832.76720000000;54.01800000000;26.72600000000;27.29200000000;-13.49997918440
599;40490;185151.20840000000;651822.80040000000;54.60600000000;26.67600000000;27.93000000000;-13.50003026410
600;40500;185152.02170000000;651812.83350000000;54.97600000000;26.62600000000;28.35000000000;-13.49998980770
601;40510;185152.83490000000;651802.86660000000;54.86500000000;26.57600000000;28.28900000000;-13.50004902000
602;40520;185153.64820000000;651792.89970000000;54.72000000000;26.52600000000;28.19400000000;-13.50000856350
603;40530;185154.46150000000;651782.93290000000;54.54200000000;26.48900000000;28.05300000000;-13.49995997450
604;40540;185155.27470000000;651772.96600000000;54.37800000000;26.48500000000;27.89300000000;-13.50001918680
605;40550;185156.08800000000;651762.99910000000;54.56900000000;26.51400000000;28.05500000000;-13.49997873030
606;40560;185156.90120000000;651753.03220000000;54.79700000000;26.57700000000;28.22000000000;-13.50003794260
607;40570;185157.71450000000;651743.06540000000;54.99500000000;26.67300000000;28.32200000000;-13.49998935360
608;40580;185158.52770000000;651733.09850000000;55.09400000000;26.80200000000;28.29200000000;-13.50004856590
609;40590;185159.34100000000;651723.13160000000;55.18200000000;26.95200000000;28.23000000000;-13.50000810940
610;40600;185160.15430000000;651713.16470000000;55.34700000000;27.10200000000;28.24500000000;-13.49996765300
611;40610;185160.96750000000;651703.19790000000;55.60100000000;27.25200000000;28.34900000000;-13.50001873270
612;40620;185161.78080000000;651693.23100000000;56.07500000000;27.40200000000;28.67300000000;-13.49997827620
613;40630;185162.59400000000;651683.26410000000;56.49300000000;27.55200000000;28.94200000000;-13.50003748850
614;40640;185163.40730000000;651673.29720000000;56.71900000000;27.70200000000;29.01700000000;-13.49999703200
615;40650;185164.22060000000;651663.33040000000;56.94700000000;27.85200000000;29.09600000000;-13.49994844300
616;40660;185165.03380000000;651653.36350000000;57.09700000000;28.00200000000;29.09600000000;-13.50000765530
617;40670;185165.84710000000;651643.39660000000;57.16800000000;28.15200000000;29.01600000000;-13.49996719880
618;40680;185166.66030000000;651633.42970000000;57.19800000000;28.30200000000;28.89600000000;-13.50002641110
619;40690;185167.47180000000;651623.46270000000;57.22400000000;28.45200000000;28.77200000000;-13.49834234380
620;40700;185168.27250000000;651613.49480000000;57.25700000000;28.60200000000;28.65500000000;-13.49450924130
621;40710;185169.05110000000;651603.52520000000;57.14900000000;28.75200000000;28.39700000000;-13.50006238710
622;40720;185169.79860000000;651593.55320000000;57.10300000000;28.90200000000;28.20100000000;-13.44553463400
623;40730;185170.51280000000;651583.57870000000;57.03100000000;29.05200000000;27.97900000000;-13.42398652090
624;40740;185171.19380000000;651573.60190000000;56.95900000000;29.20200000000;27.75700000000;-13.43571798070
625;40750;185171.84160000000;651563.62290000000;56.95500000000;29.35200000000;27.60300000000;-13.48072208630
626;40760;185172.45680000000;651553.64190000000;57.25200000000;29.50200000000;27.75000000000;-13.49260402210
627;40770;185173.04680000000;651543.65930000000;57.36200000000;29.65200000000;27.71000000000;-13.49896949650
628;40780;185173.62270000000;651533.67590000000;57.44200000000;29.80200000000;27.64000000000;-13.49896287830
629;40790;185174.19480000000;651523.69230000000;57.30700000000;29.95200000000;27.35600000000;-13.49998279490
630;40800;185174.76680000000;651513.70870000000;57.37900000000;30.10200000000;27.27800000000;-13.50002806630
631;40810;185175.33890000000;651503.72500000000;57.49500000000;30.25200000000;27.24400000000;-13.49997922190
632;40820;185175.91090000000;651493.74140000000;57.59200000000;30.40200000000;27.19000000000;-13.50002449330
633;40830;185176.48300000000;651483.75780000000;57.53900000000;30.55200000000;26.98700000000;-13.49996992850
634;40840;185177.05500000000;651473.77420000000;57.27900000000;30.70200000000;26.57700000000;-13.50001519990
635;40850;185177.62710000000;651463.79050000000;57.23200000000;30.85200000000;26.38000000000;-13.49996635550
636;40860;185178.19910000000;651453.80690000000;57.43100000000;31.00200000000;26.43000000000;-13.50001162690
637;40870;185178.77120000000;651443.82330000000;57.57100000000;31.15200000000;26.41900000000;-13.49995706200
638;40880;185179.34320000000;651433.83970000000;57.72600000000;31.30200000000;26.42400000000;-13.50000233340
639;40890;185179.91530000000;651423.85600000000;57.88100000000;31.45200000000;26.42900000000;-13.49995348910
640;40900;185180.48730000000;651413.87240000000;57.85400000000;31.60200000000;26.25200000000;-13.49999876040
641;40910;185181.05930000000;651403.88880000000;57.78800000000;31.75200000000;26.03600000000;-13.50004403180
642;40920;185181.63140000000;651393.90520000000;57.73400000000;31.90200000000;25.83200000000;-13.49998946690
643;40930;185182.20340000000;651383.92150000000;57.91900000000;32.05200000000;25.86700000000;-13.50004045880
644;40940;185182.77550000000;651373.93790000000;57.99700000000;32.20200000000;25.79500000000;-13.49998589400
645;40950;185183.34750000000;651363.95430000000;58.11700000000;32.35200000000;25.76500000000;-13.50003116540
646;40960;185183.91960000000;651353.97070000000;58.10500000000;32.50200000000;25.60300000000;-13.49997660050
647;40970;185184.49160000000;651343.98700000000;58.20900000000;32.65200000000;25.55800000000;-13.50002759230
648;40980;185185.06370000000;651334.00340000000;58.12100000000;32.80200000000;25.31900000000;-13.49997302750
649;40990;185185.63570000000;651324.01980000000;57.97200000000;32.95200000000;25.02000000000;-13.50001829890
650;41000;185186.20780000000;651314.03620000000;57.95600000000;33.10200000000;24.85400000000;-13.49996373400
651;41010;185186.77980000000;651304.05250000000;58.08300000000;33.25200000000;24.83200000000;-13.50001472590
652;41020;185187.35190000000;651294.06890000000;58.21900000000;33.40200000000;24.81800000000;-13.49996016110
653;41030;185187.92390000000;651284.08530000000;58.24700000000;33.55200000000;24.69500000000;-13.49991686930
654;41040;185188.49300000000;651274.10150000000;58.27400000000;33.70200000000;24.57200000000;-13.49858342290
655;41050;185189.04520000000;651264.11670000000;58.30100000000;33.85200000000;24.45000000000;-13.49451655640
656;41060;185189.56370000000;651254.13020000000;58.44800000000;34.00200000000;24.44600000000;-13.49645171040
657;41070;185190.03510000000;651244.14130000000;58.61100000000;34.15200000000;24.46000000000;-13.42222870930
658;41080;185190.45650000000;651234.15020000000;58.77600000000;34.30200000000;24.47400000000;-13.39805363570
659;41090;185190.82810000000;651224.15710000000;58.91500000000;34.45200000000;24.46300000000;-13.42371870240
660;41100;185191.14980000000;651214.16230000000;59.01500000000;34.60200000000;24.41400000000;-13.49931191320
661;41110;185191.42160000000;651204.16600000000;59.18100000000;34.75200000000;24.42900000000;-13.42384508450
662;41120;185191.64350000000;651194.16850000000;59.57100000000;34.90200000000;24.66900000000;-13.39801312370
663;41130;185191.81550000000;651184.17000000000;59.99500000000;35.05200000000;24.94400000000;-13.42209117730
664;41140;185191.93750000000;651174.17080000000;60.35700000000;35.20200000000;25.15600000000;-13.49617334390
665;41150;185192.01230000000;651164.17100000000;60.48700000000;35.35200000000;25.13500000000;-13.49465525780
666;41160;185192.05340000000;651154.17110000000;60.61700000000;35.50200000000;25.11600000000;-13.49468706770
667;41170;185192.07740000000;651144.17120000000;60.70400000000;35.65200000000;25.05200000000;-13.50000487750
668;41180;185192.09850000000;651134.17120000000;60.46500000000;35.80200000000;24.66400000000;-13.49998326970
669;41190;185192.11960000000;651124.17120000000;60.18700000000;35.95200000000;24.23500000000;-13.49996145430
670;41200;185192.14060000000;651114.17120000000;60.03600000000;36.10200000000;23.93400000000;-13.50003963860
671;41210;185192.16170000000;651104.17120000000;60.24900000000;36.25200000000;23.99700000000;-13.50001782320
672;41220;185192.18280000000;651094.17130000000;60.46200000000;36.39700000000;24.06400000000;-13.49999579700
673;41230;185192.20390000000;651084.17130000000;60.67500000000;36.52500000000;24.15000000000;-13.49997398160
674;41240;185192.22500000000;651074.17130000000;60.75900000000;36.63200000000;24.12700000000;-13.49995216610
675;41250;185192.24600000000;651064.17130000000;60.84200000000;36.71900000000;24.12300000000;-13.50003035040
676;41260;185192.26710000000;651054.17140000000;60.92700000000;36.78600000000;24.14100000000;-13.50000832420
677;41270;185192.28820000000;651044.17140000000;61.07200000000;36.83700000000;24.23500000000;-13.49998650880
678;41280;185192.30930000000;651034.17140000000;61.23600000000;36.88700000000;24.34900000000;-13.49996469330
679;41290;185192.33030000000;651024.17140000000;61.39300000000;36.93700000000;24.45600000000;-13.50004287770
680;41300;185192.35140000000;651014.17140000000;61.65500000000;36.98700000000;24.66800000000;-13.50002106220
681;41310;185192.37250000000;651004.17150000000;61.99200000000;37.03700000000;24.95500000000;-13.49999903600
682;41320;185192.39360000000;650994.17150000000;62.31100000000;37.08700000000;25.22400000000;-13.49997722060
683;41330;185192.41470000000;650984.17150000000;62.48200000000;37.13700000000;25.34500000000;-13.49995540520
684;41340;185192.43570000000;650974.17150000000;62.92600000000;37.18700000000;25.73900000000;-13.50003358950
685;41350;185192.45680000000;650964.17160000000;63.37300000000;37.23700000000;26.13500000000;-13.50001156320
686;41360;185192.47790000000;650954.17160000000;63.53000000000;37.28700000000;26.24300000000;-13.49998974780
687;41370;185192.49900000000;650944.17160000000;63.47600000000;37.33600000000;26.14000000000;-13.49996793240
688;41380;185192.52000000000;650934.17160000000;63.28800000000;37.37600000000;25.91200000000;-13.50004611670
689;41390;185192.54110000000;650924.17160000000;63.47300000000;37.40500000000;26.06900000000;-13.50002430130
690;41400;185192.56220000000;650914.17170000000;63.69700000000;37.42200000000;26.27400000000;-13.50000227510
691;41410;185192.58330000000;650904.17170000000;64.05700000000;37.42900000000;26.62800000000;-13.49998045970
692;41420;185192.60440000000;650894.17170000000;64.41700000000;37.42900000000;26.98800000000;-13.49995864420
693;41430;185192.62540000000;650884.17170000000;64.67600000000;37.42900000000;27.24700000000;-13.50003682860
694;41440;185192.64650000000;650874.17180000000;64.99000000000;37.42900000000;27.56100000000;-13.50001480230
695;41450;185192.66760000000;650864.17180000000;65.27200000000;37.42900000000;27.84300000000;-13.49999298690
696;41460;185192.68870000000;650854.17180000000;65.61300000000;37.42900000000;28.18400000000;-13.49997117140
697;41470;185192.70970000000;650844.17180000000;65.95900000000;37.42900000000;28.53000000000;-13.50004935580
698;41480;185192.73080000000;650834.17180000000;66.20300000000;37.42900000000;28.77400000000;-13.50002754040
699;41490;185192.75190000000;650824.17190000000;66.51400000000;37.42900000000;29.08500000000;-13.50000551410
700;41500;185192.77300000000;650814.17190000000;66.83600000000;37.42900000000;29.40700000000;-13.49998369870
701;41510;185192.79410000000;650804.17190000000;67.10100000000;37.42900000000;29.67200000000;-13.49996188320
702;41520;185192.81510000000;650794.17190000000;67.41400000000;37.42900000000;29.98500000000;-13.50004006760
703;41530;185192.83620000000;650784.17200000000;67.79700000000;37.42900000000;30.36800000000;-13.50001804140
704;41540;185192.85730000000;650774.17200000000;68.27400000000;37.42900000000;30.84500000000;-13.49999622590
705;41550;185192.87840000000;650764.17200000000;68.67600000000;37.42900000000;31.24700000000;-13.49997441050
706;41560;185192.89950000000;650754.17200000000;69.07700000000;37.42900000000;31.64800000000;-13.49995259510
707;41570;185192.92050000000;650744.17200000000;69.44800000000;37.42900000000;32.01900000000;-13.50003077940
708;41580;185192.94160000000;650734.17210000000;69.66400000000;37.42900000000;32.23500000000;-13.50000875320
709;41590;185192.96270000000;650724.17210000000;69.84700000000;37.42900000000;32.41800000000;-13.49998693770
710;41600;185192.98380000000;650714.17210000000;70.01600000000;37.42900000000;32.58700000000;-13.49996512230
711;41610;185193.00480000000;650704.17210000000;70.02800000000;37.42900000000;32.59900000000;-13.50004330670
712;41620;185193.02590000000;650694.17220000000;70.08200000000;37.42900000000;32.65300000000;-13.50002128040
713;41630;185193.04630000000;650684.17220000000;70.13600000000;37.42900000000;32.70700000000;-13.49740439880
714;41640;185193.04010000000;650674.17220000000;70.11900000000;37.42900000000;32.69000000000;-13.49459153720
715;41650;185192.94910000000;650664.17270000000;70.00600000000;37.42900000000;32.57700000000;-13.50120815520
716;41660;185192.71380000000;650654.17560000000;69.88300000000;37.42600000000;32.45800000000;-13.46681884720
717;41670;185192.29990000000;650644.18430000000;69.56400000000;37.39000000000;32.17400000000;-13.48496350630
718;41680;185191.70550000000;650634.20210000000;69.32100000000;37.31300000000;32.00800000000;-13.48656754920
719;41690;185190.93810000000;650624.23170000000;69.08900000000;37.21400000000;31.87500000000;-13.49421301430
720;41700;185190.04460000000;650614.27170000000;68.86000000000;37.11400000000;31.74700000000;-13.49320151890
721;41710;185189.08510000000;650604.31780000000;68.88900000000;37.01400000000;31.87500000000;-13.49961191070
722;41720;185188.11230000000;650594.36530000000;68.63500000000;36.91400000000;31.72100000000;-13.50000657870
723;41730;185187.13950000000;650584.41270000000;68.39400000000;36.81400000000;31.58000000000;-13.50000249550
724;41740;185186.16670000000;650574.46010000000;68.09200000000;36.71300000000;31.37900000000;-13.49999841230
725;41750;185185.19390000000;650564.50760000000;68.03300000000;36.61300000000;31.41900000000;-13.50000405710
726;41760;185184.22110000000;650554.55500000000;67.93100000000;36.51300000000;31.41800000000;-13.49999997390
727;41770;185183.24830000000;650544.60240000000;67.63200000000;36.41300000000;31.21900000000;-13.49999589070
